LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_6,PAY_5,BILL_AMT6,BILL_AMT5,PAY_AMT6,PAY_AMT5,total_bill,avg_bill,bill_trend,pay_ratio_6,pay_ratio_5,avg_pay_ratio,min_pay_ratio,max_pay_ratio,payment_trend,delay_sum_partial,delay_count_partial,max_delay_partial
100000,1,2,1,47,0,0,95062,97432,10179,3590,192494,96247.0,2370,0.1070763598876534,0.0368458325208091,0.0719610962042313,0.0368458325208091,0.1070763598876534,-6589,0,0,0
130000,2,2,1,46,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
120000,2,2,1,50,0,0,44749,47536,1500,1322,92285,46142.5,2787,0.0335195530726257,0.0278099164861055,0.0306647347793656,0.0278099164861055,0.0335195530726257,-178,0,0,0
30000,1,2,2,23,-1,2,700,24985,0,700,25685,12842.5,24285,0.0,0.02801568878572,0.01400784439286,0.0,0.02801568878572,700,2,1,2
50000,2,3,2,23,2,2,49050,46272,0,3700,95322,47661.0,-2778,0.0,0.0799602359907505,0.0399801179953752,0.0,0.0799602359907505,3700,4,2,2
220000,2,1,3,33,-1,-1,277,1738,492,277,2015,1007.5,1461,1.7697841726618706,0.159286946520989,0.9645355595914298,0.159286946520989,1.7697841726618706,-215,0,0,-1
20000,1,3,2,27,2,-1,150,690,780,0,840,420.0,540,5.1655629139072845,0.0,2.5827814569536423,0.0,5.1655629139072845,-780,2,1,2
50000,2,3,2,47,0,0,22141,19462,3000,3000,41603,20801.5,-2679,0.1354891157077048,0.1541386220007193,0.144813868854212,0.1354891157077048,0.1541386220007193,0,0,0,0
80000,2,1,2,23,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
110000,2,1,2,24,0,0,109169,110952,5000,3982,220121,110060.5,1783,0.045800128240359,0.0358890701468189,0.040844599193589,0.0358890701468189,0.045800128240359,-1018,0,0,0
360000,1,2,3,38,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
70000,2,2,2,26,0,0,66801,60184,0,7600,126985,63492.5,-6617,0.0,0.1262773116224973,0.0631386558112486,0.0,0.1262773116224973,7600,0,0,0
30000,2,2,1,22,-1,-1,890,-101,579,991,789,394.5,-991,0.6498316498316499,-9.91,-4.630084175084175,-9.91,0.6498316498316499,412,0,0,-1
460000,1,4,2,28,-1,-1,22231,1695,513,22238,23926,11963.0,-20536,0.0230748470672903,13.112028301886792,6.567551574477041,0.0230748470672903,13.112028301886792,21725,0,0,-1
220000,1,3,1,65,-1,-1,390,2326,2361,390,2716,1358.0,1936,6.038363171355499,0.1675977653631284,3.1029804683593136,0.1675977653631284,6.038363171355499,-1971,0,0,-1
50000,1,3,3,55,0,0,14952,16233,679,582,31185,15592.5,1281,0.0454089480371831,0.0358506837501539,0.0406298158936685,0.0358506837501539,0.0454089480371831,-97,0,0,0
160000,1,3,1,54,0,0,390,780,390,0,1170,585.0,390,0.9974424552429668,0.0,0.4987212276214833,0.0,0.9974424552429668,-390,0,0,0
210000,1,1,2,30,0,0,103175,101197,3900,4000,204372,102186.0,-1978,0.0377994882530821,0.0395264728551947,0.0386629805541384,0.0377994882530821,0.0395264728551947,100,0,0,0
290000,2,2,2,38,0,0,25685,25147,927,942,50832,25416.0,-538,0.0360896986685353,0.0374582471767138,0.0367739729226246,0.0360896986685353,0.0374582471767138,15,0,0,0
200000,1,2,2,29,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
460000,1,1,2,28,0,-1,2732,732,0,2000,3464,1732.0,-2000,0.0,2.728512960436562,1.364256480218281,0.0,2.728512960436562,2000,0,0,0
350000,1,1,1,55,-1,-1,14837,5474,931,14837,20311,10155.5,-9363,0.0627443051624208,2.709954337899543,1.386349321530982,0.0627443051624208,2.709954337899543,13906,0,0,-1
70000,1,1,1,42,0,0,46727,50843,1798,1840,97570,48785.0,4116,0.0384780003424071,0.0361891275273385,0.0373335639348728,0.0361891275273385,0.0384780003424071,42,0,0,0
30000,2,3,2,26,0,0,28436,30042,2000,1500,58478,29239.0,1606,0.0703309069170446,0.0499284359085311,0.0601296714127879,0.0499284359085311,0.0703309069170446,-500,0,0,0
130000,2,1,2,27,0,-1,8893,3992,40000,5000,12885,6442.5,-4901,4.4974139869575,1.252191334835963,2.8748026608967314,1.252191334835963,4.4974139869575,-35000,0,0,0
50000,1,2,2,27,2,0,40454,39539,1700,1700,79993,39996.5,-915,0.0420219997528117,0.0429944360141628,0.0425082178834873,0.0420219997528117,0.0429944360141628,0,2,1,2
240000,2,2,2,27,0,0,2059,1971,1000,496,4030,2015.0,-88,0.4854368932038835,0.2515212981744422,0.3684790956891628,0.2515212981744422,0.4854368932038835,-504,0,0,0
230000,2,1,1,49,-2,-2,7214,3970,3684,7214,11184,5592.0,-3244,0.5106029106029106,1.8166708637622768,1.1636368871825935,0.5106029106029106,1.8166708637622768,3530,0,0,-2
80000,2,2,1,47,-1,-1,14206,0,7500,14206,14206,7103.0,-14206,0.5279087773632716,14206.0,7103.263954388682,0.5279087773632716,14206.0,6706,0,0,-1
260000,1,2,2,31,0,0,902,2413,1261,0,3315,1657.5,1511,1.3964562569213732,0.0,0.6982281284606866,0.0,1.3964562569213732,-1261,0,0,0
130000,2,1,2,25,-1,-1,495,947,0,495,1442,721.0,452,0.0,0.5221518987341772,0.2610759493670886,0.0,0.5221518987341772,495,0,0,-1
260000,1,4,1,42,0,0,191829,201344,6500,6000,393173,196586.5,9515,0.0338841682739926,0.0297995977054309,0.0318418829897117,0.0297995977054309,0.0338841682739926,-500,0,0,0
310000,2,2,2,28,0,0,57170,58189,5000,4000,115359,57679.5,1019,0.0874569274632243,0.0687403333906169,0.0780986304269206,0.0687403333906169,0.0874569274632243,-1000,0,0,0
110000,2,2,2,26,0,0,50967,49925,2500,2000,100892,50446.0,-1042,0.0490503845550149,0.0400592877458638,0.0445548361504394,0.0400592877458638,0.0490503845550149,-500,0,0,0
500000,2,3,1,49,0,-1,396,792,5857,0,1188,594.0,396,14.753148614609572,0.0,7.376574307304786,0.0,14.753148614609572,-5857,0,0,0
300000,2,1,1,47,-1,-1,0,148,747,0,148,74.0,148,747.0,0.0,373.5,0.0,747.0,-747,0,0,-1
20000,2,3,1,53,0,0,15737,15143,1000,1000,30880,15440.0,-594,0.0635404752827551,0.0660327522451135,0.0647866137639343,0.0635404752827551,0.0660327522451135,0,0,0,0
80000,2,2,2,26,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
210000,2,1,1,31,0,0,107122,120318,12000,10000,227440,113720.0,13196,0.1120207611810722,0.0831123928889036,0.0975665770349879,0.0831123928889036,0.1120207611810722,-2000,0,0,0
260000,1,3,1,63,2,0,258973,263528,9858,1,522501,261250.5,4555,0.0380655973186497,3.7946487862815857e-06,0.019034695983718,3.7946487862815857e-06,0.0380655973186497,-9857,2,1,2
20000,1,1,1,36,0,0,0,19162,0,0,19162,9581.0,19162,0.0,0.0,0.0,0.0,0.0,0,0,0,0
10000,1,3,1,41,0,0,9900,10000,0,0,19900,9950.0,100,0.0,0.0,0.0,0.0,0.0,0,0,0,0
180000,2,3,2,25,0,0,93991,91639,3704,4000,185630,92815.0,-2352,0.0394076091582262,0.0436490615451767,0.0415283353517015,0.0394076091582262,0.0436490615451767,296,0,0,0
430000,1,2,1,32,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
360000,2,1,1,37,-1,0,1278,1549,1998,1278,2827,1413.5,271,1.562157935887412,0.824516129032258,1.193337032459835,0.824516129032258,1.562157935887412,-720,0,0,0
50000,2,2,1,42,0,0,27457,27173,1208,1100,54630,27315.0,-284,0.0439944642727074,0.0404798704644145,0.0422371673685609,0.0404798704644145,0.0439944642727074,-108,0,0,0
260000,2,2,1,46,-2,-2,945,109,9300,945,1054,527.0,-836,9.830866807610994,8.590909090909092,9.210887949260044,8.590909090909092,9.830866807610994,-8355,0,0,-2
500000,2,3,1,36,0,0,35207,46393,6994,1520,81600,40800.0,11186,0.1986480345376051,0.0327628572660257,0.1157054459018154,0.0327628572660257,0.1986480345376051,-5474,0,0,0
440000,2,2,2,35,-1,-1,821,821,821,821,1642,821.0,0,0.9987834549878344,0.9987834549878344,0.9987834549878344,0.9987834549878344,0.9987834549878344,0,0,0,-1
30000,1,2,2,24,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
20000,1,2,1,43,0,2,5243,7136,400,182,12379,6189.5,1893,0.07627765064836,0.0255009107468123,0.0508892806975862,0.0255009107468123,0.07627765064836,-218,2,1,2
50000,1,2,1,43,0,0,19290,18888,800,700,38178,19089.0,-402,0.0414701155979472,0.0370586055376144,0.0392643605677808,0.0370586055376144,0.0414701155979472,-100,0,0,0
140000,2,1,2,31,0,0,8161,7140,1000,1100,15301,7650.5,-1021,0.1225189904435187,0.1540400504131074,0.1382795204283131,0.1225189904435187,0.1540400504131074,100,0,0,0
210000,2,2,2,54,0,0,90521,98572,3000,3500,189093,94546.5,8051,0.0331411148671041,0.0355066803282846,0.0343238975976943,0.0331411148671041,0.0355066803282846,500,0,0,0
440000,1,1,1,79,0,0,279503,285868,15677,16531,565371,282685.5,6365,0.0560886427385654,0.0578271865784677,0.0569579146585166,0.0560886427385654,0.0578271865784677,854,0,0,0
50000,2,2,1,26,-1,0,19133,-232,697,20689,18901,9450.5,-19365,0.0364273021845928,-89.56277056277057,-44.76317163029299,-89.56277056277057,0.0364273021845928,19992,0,0,0
30000,1,2,1,48,0,0,0,30000,0,0,30000,15000.0,30000,0.0,0.0,0.0,0.0,0.0,0,0,0,0
150000,2,3,2,28,0,0,101913,100829,3665,4000,202742,101371.0,-1084,0.0359616931922993,0.0396707329167906,0.037816213054545,0.0359616931922993,0.0396707329167906,335,0,0,0
290000,2,1,2,36,0,2,163338,161057,5182,6818,324395,162197.5,-2281,0.0317254299340635,0.0423325758422431,0.0370290028881533,0.0317254299340635,0.0423325758422431,1636,2,1,2
70000,2,2,2,26,-1,0,27545,-232,656,30000,27313,13656.5,-27777,0.0238147099397371,-129.87012987012986,-64.92315758009507,-129.87012987012986,0.0238147099397371,29344,0,0,0
310000,1,1,2,32,-1,0,6579,20896,40200,6579,27475,13737.5,14317,6.109422492401216,0.3148298798870651,3.2121261861441406,0.3148298798870651,6.109422492401216,-33621,0,0,0
400000,2,1,1,28,0,0,279503,285868,0,28000,565371,282685.5,6365,0.0,0.0979469617202285,0.0489734808601142,0.0,0.0979469617202285,28000,0,0,0
520000,2,1,1,46,2,0,34989,55826,5000,0,90815,45407.5,20837,0.1428979708488139,0.0,0.0714489854244069,0.0,0.1428979708488139,-5000,2,1,2
20000,2,1,2,23,0,0,9574,9539,354,342,19113,9556.5,-35,0.0369712793733681,0.0358490566037735,0.0364101679885708,0.0358490566037735,0.0369712793733681,-12,0,0,0
50000,1,2,3,35,0,0,8610,8442,173,308,17052,8526.0,-168,0.0200905818139588,0.0364799241975601,0.0282852530057595,0.0200905818139588,0.0364799241975601,135,0,0,0
300000,2,1,2,27,0,0,33262,82475,82615,25213,115737,57868.5,49213,2.483690587138863,0.3057010524273728,1.394695819783118,0.3057010524273728,2.483690587138863,-57402,0,0,0
400000,2,1,1,40,-1,-1,3284,167621,11168,3301,170905,85452.5,164337,3.399695585996956,0.0196931190416532,1.7096943525193045,0.0196931190416532,3.399695585996956,-7867,0,0,-1
340000,2,1,1,35,-1,-2,3016,-15,0,3031,3001,1500.5,-3031,0.0,-216.5,-108.25,-216.5,0.0,3031,0,0,-1
50000,2,2,2,28,0,0,39678,30400,10000,10000,70078,35039.0,-9278,0.2520224804052521,0.3289365481398638,0.290479514272558,0.2520224804052521,0.3289365481398638,0,0,0,0
230000,2,1,2,30,0,0,159683,186149,5145,5496,345832,172916.0,26466,0.032219884271436,0.0295245769540693,0.0308722306127526,0.0295245769540693,0.032219884271436,351,0,0,0
50000,2,2,1,22,0,0,16234,16943,1000,713,33177,16588.5,709,0.0615953187557745,0.042079792256846,0.0518375555063103,0.042079792256846,0.0615953187557745,-287,0,0,0
50000,1,2,2,34,0,0,50155,39207,21,15018,89362,44681.0,-10948,0.0004186936757317,0.383034074678637,0.1917263841771843,0.0004186936757317,0.383034074678637,14997,0,0,0
80000,1,1,2,28,0,0,15128,32515,1000,1000,47643,23821.5,17387,0.0660982219578293,0.0307540902940091,0.0484261561259192,0.0307540902940091,0.0660982219578293,0,0,0,0
20000,2,2,1,27,0,0,19494,18945,767,854,38439,19219.5,-549,0.0393434213901,0.0450754776733875,0.0422094495317437,0.0393434213901,0.0450754776733875,87,0,0,0
100000,1,2,1,28,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
70000,1,2,2,26,2,0,18923,26890,1000,0,45813,22906.5,7967,0.0528429507503699,0.0,0.0264214753751849,0.0,0.0528429507503699,-1000,2,1,2
50000,2,2,1,22,0,0,28142,27009,500,1510,55151,27575.5,-1133,0.0177664072771204,0.0559052202887819,0.0368358137829511,0.0177664072771204,0.0559052202887819,1010,0,0,0
50000,2,2,2,47,0,0,50555,50544,2000,2000,101099,50549.5,-11,0.0395600917794129,0.0395687011573845,0.0395643964683987,0.0395600917794129,0.0395687011573845,0,0,0,0
80000,2,1,2,25,0,0,36101,30510,6742,6101,66611,33305.5,-5591,0.1867486565841227,0.1999606699223231,0.1933546632532229,0.1867486565841227,0.1999606699223231,-641,0,0,0
200000,2,2,1,44,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
360000,2,1,2,39,-1,-1,0,906,4341,0,906,453.0,906,4341.0,0.0,2170.5,0.0,4341.0,-4341,0,0,-1
80000,1,2,1,36,3,4,300,600,0,0,900,450.0,300,0.0,0.0,0.0,0.0,0.0,0,7,2,4
160000,1,3,1,40,0,0,157163,158652,6009,6011,315815,157907.5,1489,0.0382339467053523,0.0378877172193403,0.0380608319623463,0.0378877172193403,0.0382339467053523,2,0,0,0
120000,1,2,1,40,0,0,26414,30311,10000,2000,56725,28362.5,3897,0.3785727806170736,0.0659804697809448,0.2222766251990092,0.0659804697809448,0.3785727806170736,-8000,0,0,0
150000,1,1,1,49,0,0,24630,24255,681,750,48885,24442.5,-375,0.0276480857456051,0.0309201846965699,0.0292841352210875,0.0276480857456051,0.0309201846965699,69,0,0,0
10000,2,2,2,27,0,0,7267,7120,420,410,14387,7193.5,-147,0.0577875619152449,0.0575761831203482,0.0576818725177965,0.0575761831203482,0.0577875619152449,-10,0,0,0
210000,2,2,1,46,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
390000,2,1,2,27,0,0,279503,285868,7000,10512,565371,282685.5,6365,0.0250443643024786,0.0367720879143943,0.0309082261084365,0.0250443643024786,0.0367720879143943,3512,0,0,0
80000,2,1,2,26,-1,-1,0,4574,0,0,4574,2287.0,4574,0.0,0.0,0.0,0.0,0.0,0,0,0,-1
50000,1,2,2,43,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
130000,2,3,1,23,0,0,0,46425,0,0,46425,23212.5,46425,0.0,0.0,0.0,0.0,0.0,0,0,0,0
360000,2,2,2,39,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
500000,2,2,2,28,0,0,7112,47336,82615,14256,54448,27224.0,40224,11.614649233797271,0.3011597693136447,5.957904501555459,0.3011597693136447,11.614649233797271,-68359,0,0,0
290000,1,2,2,34,0,0,0,10300,0,0,10300,5150.0,10300,0.0,0.0,0.0,0.0,0.0,0,0,0,0
100000,2,2,2,30,-2,-2,-4,-4,0,0,-8,-4.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
20000,1,2,1,32,0,0,19607,19402,750,920,39009,19504.5,-205,0.0382496940024479,0.0474153481420398,0.0428325210722439,0.0382496940024479,0.0474153481420398,170,0,0,0
280000,2,1,2,29,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
520000,1,1,2,39,-1,-1,11819,70137,7888,11820,81956,40978.0,58318,0.6673434856175973,0.1685249080384385,0.4179341968280179,0.1685249080384385,0.6673434856175973,3932,0,0,-1
130000,2,2,1,45,0,0,38034,44189,2000,2000,82223,41111.5,6155,0.052583147101354,0.0452591083955646,0.0489211277484593,0.0452591083955646,0.052583147101354,0,0,0,0
20000,1,1,2,27,0,0,15630,19717,0,313,35347,17673.5,4087,0.0,0.015873820874328,0.007936910437164,0.0,0.015873820874328,313,0,0,0
600000,1,1,1,53,0,0,279503,285868,20000,21000,565371,282685.5,6365,0.0715553265785105,0.0734602212901713,0.0725077739343409,0.0715553265785105,0.0734602212901713,1000,0,0,0
290000,2,1,2,31,-1,-1,1248,5258,9600,1248,6506,3253.0,4010,7.6861489191353085,0.2373074729035938,3.9617281960194513,0.2373074729035938,7.6861489191353085,-8352,0,0,-1
160000,1,1,1,51,0,0,87549,84955,4000,4000,172504,86252.0,-2594,0.0456881781838949,0.0470831960073449,0.0463856870956199,0.0456881781838949,0.0470831960073449,0,0,0,0
50000,2,2,2,23,0,0,26129,27562,951,1078,53691,26845.5,1433,0.0363949483352468,0.0391104016253673,0.037752674980307,0.0363949483352468,0.0391104016253673,127,0,0,0
180000,2,1,2,31,0,0,2440,2756,316,0,5196,2598.0,316,0.1294551413355182,0.0,0.0647275706677591,0.0,0.1294551413355182,-316,0,0,0
500000,2,2,1,45,-2,-2,40721,70302,82615,40721,111023,55511.5,29581,2.028755955012033,0.579221370354039,1.303988662683036,0.579221370354039,2.028755955012033,-41894,0,0,-2
160000,2,2,1,38,0,0,83933,75500,5000,10000,159433,79716.5,-8433,0.0595706150070293,0.1324485768400418,0.0960095959235356,0.0595706150070293,0.1324485768400418,5000,0,0,0
10000,1,2,2,24,-2,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
10000,2,2,2,32,0,0,10191,9469,0,1650,19660,9830.0,-722,0.0,0.174234424498416,0.087117212249208,0.0,0.174234424498416,1650,0,0,0
420000,1,1,2,34,0,0,147954,144839,5000,5600,292793,146396.5,-3115,0.033794059004427,0.0386633526650096,0.0362287058347183,0.033794059004427,0.0386633526650096,600,0,0,0
10000,2,2,1,31,0,0,8493,8449,287,329,16942,8471.0,-44,0.0337885566282081,0.0389349112426035,0.0363617339354058,0.0337885566282081,0.0389349112426035,42,0,0,0
20000,2,2,1,44,3,4,15096,15624,0,0,30720,15360.0,528,0.0,0.0,0.0,0.0,0.0,0,7,2,4
20000,1,2,2,40,2,2,16420,16832,603,0,33252,16626.0,412,0.0367212715425369,0.0,0.0183606357712684,0.0,0.0367212715425369,-603,4,2,2
250000,2,1,1,42,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
30000,1,2,1,35,0,0,13839,12701,0,1500,26540,13270.0,-1138,0.0,0.1180916391119508,0.0590458195559754,0.0,0.1180916391119508,1500,0,0,0
80000,2,3,1,25,-2,-2,5062,3377,3387,5062,8439,4219.5,-1685,0.6689709658305353,1.4985198342214328,1.083745400025984,0.6689709658305353,1.4985198342214328,1675,0,0,-2
30000,2,3,2,26,-1,-1,8578,10404,0,51000,18982,9491.0,1826,0.0,4.90148966842864,2.45074483421432,0.0,4.90148966842864,51000,0,0,-1
230000,2,4,1,39,-2,-2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2
30000,2,1,2,27,0,0,22162,25948,3000,2000,48110,24055.0,3786,0.1353607363624058,0.0770742610505221,0.1062174987064639,0.0770742610505221,0.1353607363624058,-1000,0,0,0
